algo,gen,pad,model,k,trial,n,omega,colours_used,ratio,omega_base,colours_original,leaks
kierstead_trotter,adversary,none,strong,0,0,96,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,1,26,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,2,16,6,9,1.500000,6,9,0
kierstead_trotter,adversary,none,strong,0,3,99,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,4,34,6,9,1.500000,6,9,0
kierstead_trotter,adversary,none,strong,0,5,26,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,6,39,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,7,37,6,9,1.500000,6,9,0
kierstead_trotter,adversary,none,strong,0,8,48,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,9,26,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,10,77,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,11,16,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,12,27,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,13,50,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,14,38,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,15,34,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,16,89,6,11,1.833333,6,11,0
kierstead_trotter,adversary,none,strong,0,17,28,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,18,29,6,10,1.666667,6,10,0
kierstead_trotter,adversary,none,strong,0,19,106,6,11,1.833333,6,11,0
