algo,gen,pad,model,k,trial,n,omega,colours_used,ratio,omega_base,colours_original,leaks
lookahead,random_uniform,none,strong,0,79,1000,525,535,1.019048,525,535,0
lookahead,random_uniform,none,strong,0,80,1000,504,511,1.013889,504,511,0
lookahead,random_uniform,none,strong,0,81,1000,500,513,1.026000,500,513,0
lookahead,random_uniform,none,strong,0,82,1000,507,511,1.007890,507,511,0
lookahead,random_uniform,none,strong,0,83,1000,494,505,1.022267,494,505,0
lookahead,random_uniform,none,strong,0,84,1000,514,525,1.021401,514,525,0
lookahead,random_uniform,none,strong,0,85,1000,529,535,1.011342,529,535,0
lookahead,random_uniform,none,strong,0,86,1000,504,510,1.011905,504,510,0
lookahead,random_uniform,none,strong,0,87,1000,506,524,1.035573,506,524,0
lookahead,random_uniform,none,strong,0,88,1000,500,506,1.012000,500,506,0
lookahead,random_uniform,none,strong,0,89,1000,526,536,1.019011,526,536,0
lookahead,random_uniform,none,strong,0,90,1000,515,528,1.025243,515,528,0
lookahead,random_uniform,none,strong,0,91,1000,501,512,1.021956,501,512,0
lookahead,random_uniform,none,strong,0,92,1000,504,512,1.015873,504,512,0
lookahead,random_uniform,none,strong,0,93,1000,506,518,1.023715,506,518,0
lookahead,random_uniform,none,strong,0,94,1000,514,525,1.021401,514,525,0
lookahead,random_uniform,none,strong,0,95,1000,539,544,1.009276,539,544,0
lookahead,random_uniform,none,strong,0,96,1000,481,491,1.020790,481,491,0
lookahead,random_uniform,none,strong,0,97,1000,516,533,1.032946,516,533,0
lookahead,random_uniform,none,strong,0,98,1000,530,538,1.015094,530,538,0
lookahead,random_uniform,none,strong,0,99,1000,494,502,1.016194,494,502,0
