algo,gen,pad,model,k,trial,n,omega,colours_used,ratio,omega_base,colours_original,leaks
first_fit,adversary,none,strong,64,0,9,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,1,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,2,9,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,3,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,4,13,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,5,31,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,6,7,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,7,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,8,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,9,14,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,10,9,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,11,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,12,12,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,13,11,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,14,9,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,15,12,5,7,1.400000,5,7,0
first_fit,adversary,none,strong,64,16,10,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,17,8,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,18,9,5,6,1.200000,5,6,0
first_fit,adversary,none,strong,64,19,8,5,6,1.200000,5,6,0
