algo,gen,pad,model,k,trial,n,omega,colours_used,ratio,omega_base,colours_original,leaks
kierstead_trotter,adversary,none,strong,0,0,60,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,1,42,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,2,89,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,3,75,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,4,31,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,5,58,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,6,25,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,7,31,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,8,39,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,9,52,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,10,57,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,11,17,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,12,17,5,8,1.600000,5,8,0
kierstead_trotter,adversary,none,strong,0,13,32,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,14,34,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,15,58,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,16,61,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,17,76,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,18,54,5,9,1.800000,5,9,0
kierstead_trotter,adversary,none,strong,0,19,33,5,8,1.600000,5,8,0
