algo,gen,pad,model,k,trial,n,omega,colours_used,ratio,omega_base,colours_original,leaks
lookahead,adversary,weak,weak,2,0,27,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,1,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,2,27,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,3,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,4,39,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,5,93,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,6,21,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,7,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,8,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,9,42,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,10,27,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,11,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,12,36,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,13,33,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,14,27,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,15,36,5,7,1.400000,5,7,0
lookahead,adversary,weak,weak,2,16,30,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,17,24,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,18,27,5,6,1.200000,5,6,0
lookahead,adversary,weak,weak,2,19,24,5,6,1.200000,5,6,0
